9,16,F,,,0,0,5/2+,,80,9,MS,0.08,0.009,B-,100,0,B-N,23.1,4.5,,,,,,,,,13369.667,100721,9214.49,96,-16322.66,165,-15994.861,191,4281.67,137,14455.21,191,7336.306,3858,25012167.727,103535,11334.166,96442,
9,17,F,,,0,0,1+,,8.2,9,MS,0.0082,0.0009,B-,100,0,B-N,13.5,4,,,,,,,,,18167.762,112716,12613.06,115,-15540.84,236,-16012.162,199,756.61,147,15969.12,199,7083.24,4277,26020020.392,119377,18648.875,111199,
9,18,F,,,0,0,(5/2+),,5.0,2,MS,0.005,0.0002,B-,100,0,B-N,77,21,,,,,,,,,18399.37,400258,16897.85,390,-13695.06,573,,,1269.91,405,16499.73,423,6867.932,14438,27027322,418500,25450.279,389830,
9,19,F,,,0,0,,AP,0.046,,AS,,,,,,,,,,,,,,,,,22441.859,412748,18619.37,403,-15621,561,-18338.404,802,-220.00,50,18217,636,6614.792,14037,28036223.095,421928,33741.596,393024,
9,20,F,,,0,0,,,2.5,3,MS,0.0025,0.0003,B-N,100,80,B-,100,0,,,,,,,,,21750.385,546221,20779.13,540,-18258,727,,,1662.73,656,19219,874,6444.031,18116,29043103,564000,40150.186,525363,
9,21,F,,,0,0,,,,,,,,N,,0,,,,,,,,,,,,24832,648,21641,615,,,,,110,795,,,6233,20,30051650,640,48112,596,
9,22,F,,,0,0,,GT,260,,NS,0.00000026,5e15,B-2N,,0,B-N,,0,B-,,0,,,,,,24961,608,24791,602,,,,,40,809,,,6033,18,31060272,587,56143,546,
10,5,Ne,,,0,0,(3/2-),,0.59,,MEV,7.724e-22,0,2P,100,0,,,,,,,,,,,,,,,,,,23648.622,68,,,-962.00,77,4868.728,4446,15043172.98,71588,40215.373,66684,
10,6,Ne,,,0,0,0+,,122,37,KEV,3.7e-21,1.1e-21,P,100,0,,,,,,,= 2,,,,,,,,,-10352.75,32,13306.523,22,24299.91,70,-131.05,25,6083.177,1280,16025750.864,21986,23986.776,20480,
10,7,Ne,3.0413,88,0,0,1/2-,,109.2,6,MS,0.1092,0.0006,ECP,100,0,EC+B+,100,0,ECA,,0,= 3/2,,,,,-18672.766,1001356,,,-9039.9,10,14548.745,432,15557.65,20,1468.78,8,6640.499,21,17017713.959,380,16500.447,354,
10,8,Ne,2.9714,76,0,0,0+,,1672,8,MS,1.672,0.008,EC+B+,100,0,,,,,,,= 1,,,,,-19720.374,93882,-37926.92,1001,-5115.08,36,4444.501,588,19254.15,51,3923.06,44,7341.257,20,18005708.693,390,5317.614,363,
10,9,Ne,3.0082,40,0,0,1/2+,,17.22,2,S,17.22,0.02,EC+B+,100,0,,,,,,,= 1/2,,,,,-11177.34,10536,-31357.25,94,-3528.47,52,3239.494,16,11636.88,40,6410.03,49,7567.343,8,19001880.903,171,1752.050,160,
10,10,Ne,3.0055,21,0,0,0+,,STABLE,,,,,,,,,,,,,,= 0,,,,,-13892.535,1114,-28042.64,11,-4729.84,0,-7024.468,3,16865.30,16,12843.46,0,8032.24,0,19992440.17619,168,-7041.93055,157,
10,11,Ne,2.9695,33,0,0,3/2+,,STABLE,,,,,,,,,,,,,,,-0.661797,,0.103,,-3547.145,90,-20653.70,111,-7347.93,4,-5684.171,18,6761.16,4,13003.28,5,7971.713,2,20993846.685,41,-5731.776,38,
